State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Karnataka,75.57,TVS,Jupiter,289360,2016,407,Hybrid,94.37,Third,2019,Expired,Dealer,216297.5,Metro
Karnataka,28.34,Bajaj,Avenger 220,282742,2015,918,Electric,77.78,Third,2015,Active,Dealer,127424.02,Metro
Tamil Nadu,5.25,TVS,Sport,224968,2015,607,Electric,66.98,First,2015,Active,Dealer,108969.7,Metro
Karnataka,5.36,Royal Enfield,Hunter 350,289406,2023,650,Hybrid,79.49,First,2023,Expired,Dealer,180935.77,Tier 3
Punjab,22.16,Hero,Glamour,77108,2015,648,Petrol,57.74,Third,2023,Active,Individual,31323.75,Tier 2
Punjab,48.88,Bajaj,Platina 110,191680,2023,736,Petrol,54.78,Third,2024,Expired,Dealer,83284.29,Metro
Uttar Pradesh,35.21,Bajaj,Pulsar 150,222172,2018,608,Electric,98.21,First,2018,Not Available,Dealer,110362.84,Tier 1
Rajasthan,45.02,Hero,Passion Pro,371654,2024,468,Electric,84.86,Third,2024,Not Available,Individual,189388.87,Tier 2
Delhi,76.17,Honda,CBR 650R,78436,2016,799,Hybrid,92.63,Third,2017,Not Available,Individual,47125.16,Metro
Punjab,7.79,Bajaj,Platina 110,139297,2020,574,Hybrid,86.96,Third,2022,Active,Individual,91384.65,Tier 1
Punjab,41.77,Honda,Activa,331309,2022,179,Electric,65.53,First,2022,Expired,Dealer,233167.25,Tier 2
Delhi,57.45,Kawasaki,Z650,215851,2017,185,Electric,79.47,First,2017,Active,Individual,142459.08,Tier 1
Tamil Nadu,10.47,KTM,125 Duke,210260,2021,796,Petrol,46.6,First,2021,Expired,Individual,164949.88,Tier 1
Rajasthan,10.29,TVS,Sport,189815,2015,673,Petrol,37.18,First,2015,Expired,Individual,85136.29,Tier 2
Tamil Nadu,57.95,KTM,125 Duke,54003,2018,327,Electric,86.49,First,2018,Active,Individual,28911.56,Tier 2
Karnataka,20.96,Yamaha,FZ V3,228692,2019,645,Petrol,34.5,First,2019,Not Available,Dealer,109077.9,Metro
Punjab,57.36,KTM,250 Duke,222402,2019,567,Electric,91.22,First,2019,Not Available,Dealer,123056.01,Tier 3
Delhi,67.68,Honda,Unicorn,247100,2024,202,Electric,78.08,Second,2024,Active,Dealer,113564.37,Tier 2
Gujarat,7.07,KTM,125 Duke,99236,2024,972,Hybrid,99.17,First,2024,Expired,Individual,76596.46,Metro
West Bengal,65.24,Hero,Splendor Plus,50727,2017,867,Hybrid,69.38,Third,2022,Active,Individual,30780.4,Metro
Madhya Pradesh,9.69,Kawasaki,Versys 650,201390,2018,105,Hybrid,92.95,Second,2023,Not Available,Individual,153146.12,Tier 3
Karnataka,68.84,Yamaha,MT-15,295107,2021,101,Hybrid,81.59,First,2021,Active,Dealer,169577.91,Tier 2
Uttar Pradesh,9.43,Hero,Xtreme 160R,201232,2024,270,Hybrid,77.95,Third,2024,Not Available,Dealer,83602.9,Metro
Karnataka,10.25,KTM,250 Duke,177321,2024,701,Petrol,39.37,Third,2024,Expired,Individual,99455.32,Tier 3
Rajasthan,27.05,Yamaha,R15 V4,162171,2024,986,Petrol,56.2,Third,2024,Active,Individual,118704.36,Tier 2
Rajasthan,8.13,Kawasaki,Ninja 400,126805,2019,797,Petrol,44.47,Third,2021,Not Available,Dealer,75101.8,Metro
Punjab,62.5,Bajaj,Pulsar 150,337399,2022,493,Petrol,50.22,First,2022,Active,Dealer,208468.8,Metro
West Bengal,47.15,Yamaha,R15 V4,387104,2023,226,Hybrid,81.86,First,2023,Active,Individual,264508.33,Tier 3
Uttar Pradesh,34.0,TVS,Jupiter,180740,2022,477,Hybrid,84.76,First,2022,Active,Dealer,136258.96,Tier 2
Karnataka,36.22,Kawasaki,Ninja 300,263496,2017,237,Hybrid,72.84,First,2017,Expired,Dealer,194873.93,Tier 1
Punjab,53.95,Royal Enfield,Classic 350,264113,2021,533,Hybrid,88.87,First,2021,Expired,Individual,135171.47,Metro
Tamil Nadu,9.88,TVS,Ronin,124652,2020,211,Hybrid,71.81,Second,2022,Expired,Dealer,58248.6,Tier 2
Gujarat,49.75,Honda,Dio,315606,2016,123,Hybrid,76.88,Second,2024,Expired,Dealer,201993.23,Tier 3
Rajasthan,24.35,Yamaha,MT-15,251593,2020,830,Hybrid,65.55,First,2020,Not Available,Dealer,123342.83,Tier 3
Uttar Pradesh,49.99,Hero,Passion Pro,381135,2017,285,Electric,90.14,First,2017,Active,Individual,191563.94,Tier 1
Rajasthan,65.45,TVS,NTorq 125,110625,2020,806,Petrol,39.5,First,2020,Not Available,Individual,68867.39,Tier 3
Rajasthan,10.09,KTM,390 Adventure,174687,2015,487,Petrol,58.08,Third,2024,Not Available,Dealer,73257.6,Tier 1
Madhya Pradesh,65.51,Yamaha,FZ V3,186825,2022,372,Hybrid,67.15,Third,2023,Not Available,Dealer,126755.78,Metro
Tamil Nadu,57.44,KTM,250 Duke,88972,2023,759,Petrol,59.38,First,2023,Expired,Dealer,65261.8,Tier 3
Punjab,57.92,Yamaha,FZ V3,283812,2018,537,Hybrid,81.63,First,2018,Not Available,Dealer,187676.17,Tier 1
West Bengal,50.35,KTM,Duke 200,287707,2016,243,Petrol,26.63,Second,2023,Active,Dealer,119648.68,Metro
Gujarat,35.98,Kawasaki,Vulcan S,65856,2024,530,Electric,64.71,First,2024,Expired,Dealer,50178.13,Tier 1
Rajasthan,61.35,KTM,125 Duke,139792,2022,419,Electric,64.46,Third,2024,Not Available,Dealer,89722.57,Tier 2
West Bengal,22.29,KTM,390 Adventure,343603,2024,454,Electric,89.38,First,2024,Active,Dealer,206216.89,Tier 1
Maharashtra,46.56,Royal Enfield,Interceptor 650,127554,2017,318,Hybrid,92.44,Second,2024,Active,Individual,87930.5,Tier 2
Madhya Pradesh,72.35,KTM,Duke 200,248804,2018,420,Hybrid,82.3,First,2018,Active,Dealer,183592.61,Tier 3
Rajasthan,18.41,Royal Enfield,Hunter 350,354067,2024,969,Hybrid,77.75,Third,2024,Active,Individual,227412.05,Tier 2
Rajasthan,51.8,Royal Enfield,Interceptor 650,313036,2019,306,Petrol,40.77,Third,2024,Expired,Dealer,180387.03,Tier 3
Karnataka,53.12,Kawasaki,Versys 650,376677,2024,525,Petrol,49.57,Second,2024,Not Available,Dealer,181967.68,Tier 2
Gujarat,62.6,Yamaha,MT-15,134480,2023,595,Hybrid,74.46,Third,2024,Not Available,Individual,54416.28,Tier 3
Punjab,50.2,Honda,Shine,374851,2020,426,Petrol,48.79,Third,2023,Expired,Dealer,173386.8,Tier 2
Gujarat,54.46,Yamaha,FZ V3,211854,2020,527,Petrol,54.17,Third,2022,Active,Individual,128000.17,Metro
Gujarat,42.96,Royal Enfield,Hunter 350,235802,2023,488,Electric,84.31,First,2023,Active,Individual,164663.79,Metro
Gujarat,50.75,TVS,Ronin,295314,2021,380,Petrol,27.19,Third,2021,Expired,Dealer,147998.64,Metro
Maharashtra,62.11,TVS,Sport,268655,2024,165,Electric,94.56,Second,2024,Not Available,Dealer,163113.63,Tier 3
West Bengal,72.4,Yamaha,Fascino 125,77073,2019,656,Hybrid,84.97,Third,2024,Active,Dealer,33284.29,Tier 3
Tamil Nadu,27.38,Yamaha,Ray ZR,216415,2018,624,Hybrid,63.02,Third,2018,Expired,Individual,163700.95,Tier 2
West Bengal,6.72,Honda,Activa,55931,2019,540,Petrol,55.7,Second,2021,Not Available,Dealer,24055.15,Tier 1
Punjab,57.07,Hero,Passion Pro,248656,2023,394,Electric,94.86,Third,2023,Expired,Dealer,102385.7,Metro
Madhya Pradesh,62.86,Honda,Shine,194497,2023,170,Petrol,51.16,Second,2024,Expired,Individual,94758.7,Tier 1
Uttar Pradesh,13.71,KTM,250 Duke,211384,2021,678,Hybrid,90.08,Third,2023,Active,Dealer,91868.16,Metro
Maharashtra,21.26,KTM,250 Duke,185572,2023,900,Hybrid,88.28,First,2023,Active,Dealer,77924.19,Tier 1
Karnataka,46.01,Honda,Unicorn,192786,2015,193,Electric,72.97,Second,2022,Active,Individual,131693.81,Tier 2
Delhi,38.9,KTM,Duke 200,276254,2021,384,Electric,62.43,First,2021,Active,Individual,188126.33,Metro
Punjab,7.8,Honda,CBR 650R,101362,2021,957,Electric,93.85,First,2021,Expired,Individual,44683.35,Tier 1
Rajasthan,36.61,Hero,Xtreme 160R,324457,2022,413,Petrol,58.72,Third,2023,Active,Individual,154182.76,Tier 3
Maharashtra,54.98,TVS,Apache RTR 160,249539,2021,481,Electric,96.53,First,2021,Active,Dealer,141259.17,Tier 2
Rajasthan,33.28,KTM,250 Duke,162519,2016,910,Hybrid,65.24,Second,2018,Active,Individual,103149.67,Tier 3
Madhya Pradesh,59.15,Yamaha,FZ V3,101558,2020,388,Electric,92.33,Second,2023,Active,Individual,63455.91,Tier 1
Madhya Pradesh,46.63,Honda,Unicorn,85751,2018,909,Hybrid,64.69,Third,2021,Expired,Individual,36426.66,Metro
Rajasthan,36.36,Hero,HF Deluxe,248067,2015,683,Hybrid,66.1,Second,2017,Expired,Individual,173889.16,Tier 1
Rajasthan,47.39,Bajaj,Dominar 400,352199,2017,310,Hybrid,93.76,Second,2017,Not Available,Individual,220093.82,Metro
Punjab,37.58,TVS,Ronin,288846,2021,434,Hybrid,72.28,Second,2023,Not Available,Dealer,209295.91,Tier 1
Punjab,71.42,Bajaj,CT 100,253058,2020,770,Hybrid,93.31,First,2020,Expired,Individual,197447.06,Tier 2
Punjab,60.27,Kawasaki,Vulcan S,239802,2015,976,Electric,73.19,First,2015,Not Available,Individual,172005.29,Tier 3
Karnataka,63.31,Hero,Passion Pro,167371,2023,514,Hybrid,97.52,Second,2023,Not Available,Individual,109448.79,Metro
Karnataka,13.38,KTM,250 Duke,178752,2020,716,Electric,76.26,Second,2023,Active,Individual,76439.84,Tier 3
Madhya Pradesh,30.18,Royal Enfield,Himalayan,280453,2022,284,Hybrid,87.18,Third,2023,Not Available,Dealer,132918.69,Tier 2
Punjab,32.57,Bajaj,Avenger 220,304077,2018,758,Electric,73.34,Third,2023,Active,Dealer,133168.16,Tier 1
Delhi,49.28,Hero,Splendor Plus,383976,2019,501,Hybrid,66.28,Third,2023,Active,Dealer,196513.76,Tier 3
Madhya Pradesh,9.08,KTM,250 Duke,199360,2022,919,Petrol,37.97,First,2022,Not Available,Dealer,108091.11,Tier 2
Madhya Pradesh,61.19,TVS,Ronin,265036,2022,593,Hybrid,84.42,First,2022,Active,Individual,202596.16,Tier 3
Madhya Pradesh,54.07,KTM,RC 390,156428,2021,600,Hybrid,63.29,Third,2023,Active,Individual,72298.23,Tier 1
Tamil Nadu,43.62,Kawasaki,Versys 650,259191,2018,930,Petrol,38.89,First,2018,Expired,Dealer,114112.22,Tier 3
Punjab,22.89,KTM,RC 390,121511,2015,900,Petrol,29.32,Second,2021,Active,Dealer,59257.67,Metro
Rajasthan,33.8,Bajaj,Avenger 220,133539,2022,546,Electric,96.27,First,2022,Expired,Individual,82260.05,Metro
Tamil Nadu,28.6,KTM,250 Duke,101456,2024,143,Hybrid,64.4,Second,2024,Not Available,Individual,49809.01,Tier 1
Punjab,15.59,KTM,Duke 200,120491,2021,100,Electric,72.77,First,2021,Expired,Individual,69487.59,Tier 3
Gujarat,24.22,TVS,NTorq 125,138440,2015,892,Petrol,42.3,First,2015,Not Available,Individual,105321.19,Tier 2
Madhya Pradesh,61.79,KTM,Duke 200,284467,2020,613,Petrol,59.33,Second,2024,Not Available,Dealer,132011.33,Metro
Uttar Pradesh,62.8,Yamaha,Ray ZR,191025,2016,776,Electric,81.48,First,2016,Active,Dealer,145108.63,Tier 3
West Bengal,79.5,Yamaha,FZ V3,55461,2024,753,Petrol,28.64,Second,2024,Not Available,Dealer,31957.86,Tier 3
Uttar Pradesh,20.09,Hero,Passion Pro,189400,2015,833,Hybrid,73.5,First,2015,Active,Individual,104117.85,Tier 1
Tamil Nadu,46.6,Bajaj,CT 100,300694,2022,840,Hybrid,93.02,First,2022,Expired,Dealer,154332.58,Tier 1
Punjab,53.7,Hero,Passion Pro,156401,2021,808,Petrol,49.84,Second,2023,Expired,Individual,78201.61,Metro
Maharashtra,74.31,Hero,Splendor Plus,153525,2021,698,Hybrid,72.81,Second,2022,Expired,Dealer,97457.69,Tier 2
Karnataka,30.38,Royal Enfield,Interceptor 650,378216,2023,143,Petrol,50.91,First,2023,Active,Individual,198806.03,Tier 3
Delhi,20.41,KTM,390 Adventure,278668,2022,199,Hybrid,85.71,Second,2022,Expired,Individual,204813.92,Tier 3
Tamil Nadu,37.17,Kawasaki,Ninja 300,306886,2019,720,Hybrid,94.76,Second,2019,Expired,Individual,139148.58,Metro
Maharashtra,5.39,Royal Enfield,Classic 350,265511,2021,391,Petrol,40.98,Third,2021,Not Available,Individual,167970.0,Tier 1
Rajasthan,8.22,TVS,NTorq 125,234537,2015,403,Electric,95.67,Third,2016,Active,Dealer,170931.45,Tier 2
Maharashtra,7.37,Yamaha,Fascino 125,344480,2015,581,Petrol,58.76,Second,2015,Active,Individual,188184.66,Tier 2
Rajasthan,28.38,KTM,RC 390,308109,2015,499,Hybrid,95.21,Third,2020,Not Available,Dealer,217315.87,Tier 2
Punjab,48.53,KTM,RC 390,151851,2016,462,Hybrid,60.18,First,2016,Expired,Dealer,90364.62,Tier 2
Uttar Pradesh,23.38,KTM,390 Adventure,226552,2024,544,Hybrid,76.53,Second,2024,Not Available,Individual,109303.66,Tier 2
Maharashtra,27.8,Bajaj,Pulsar 150,225289,2017,465,Petrol,55.51,Third,2018,Not Available,Individual,127020.84,Tier 3
Madhya Pradesh,20.7,Yamaha,Fascino 125,376662,2023,381,Petrol,27.32,First,2023,Expired,Dealer,164924.85,Metro
Uttar Pradesh,78.57,Royal Enfield,Classic 350,282638,2022,943,Petrol,39.83,First,2022,Active,Dealer,166357.24,Tier 1
Rajasthan,71.7,Bajaj,Dominar 400,310824,2024,339,Petrol,39.22,Second,2024,Not Available,Individual,189195.48,Tier 1
Uttar Pradesh,10.84,Royal Enfield,Hunter 350,258992,2018,347,Hybrid,98.78,Third,2018,Expired,Individual,158906.2,Tier 3
Rajasthan,38.09,Kawasaki,Versys 650,360253,2019,263,Hybrid,62.93,First,2019,Expired,Dealer,267490.84,Tier 1
Gujarat,28.83,Royal Enfield,Hunter 350,202597,2021,137,Hybrid,60.99,Second,2023,Expired,Individual,110949.31,Tier 2
West Bengal,50.01,Honda,Shine,105641,2022,802,Electric,75.61,First,2022,Expired,Individual,58243.86,Tier 3
Rajasthan,35.2,Honda,Shine,161153,2021,799,Hybrid,75.24,First,2021,Active,Dealer,118695.06,Tier 2
Maharashtra,60.25,Kawasaki,Ninja 300,73773,2019,786,Hybrid,69.11,Second,2021,Active,Individual,37115.22,Metro
Madhya Pradesh,43.55,Bajaj,Platina 110,135093,2016,249,Petrol,33.09,First,2016,Active,Individual,67944.25,Metro
West Bengal,14.65,KTM,125 Duke,110181,2017,841,Petrol,44.44,First,2017,Expired,Individual,74241.85,Tier 2
Uttar Pradesh,31.54,KTM,RC 390,64110,2019,312,Hybrid,72.08,First,2019,Active,Dealer,47900.55,Tier 1
Karnataka,51.38,Royal Enfield,Hunter 350,110075,2023,813,Electric,89.96,Second,2024,Expired,Individual,80501.91,Tier 1
Tamil Nadu,67.2,Kawasaki,Ninja 300,191886,2023,236,Petrol,25.19,First,2023,Not Available,Dealer,84463.87,Tier 1
Maharashtra,47.65,Yamaha,R15 V4,346338,2021,650,Electric,88.78,First,2021,Active,Dealer,210190.24,Tier 3
West Bengal,67.46,TVS,NTorq 125,77355,2024,721,Hybrid,90.31,Second,2024,Active,Individual,49115.06,Tier 2
Rajasthan,20.44,Royal Enfield,Interceptor 650,366935,2017,556,Petrol,29.82,Third,2020,Active,Individual,286306.32,Tier 3
Punjab,32.94,Honda,Dio,256611,2024,173,Electric,64.03,First,2024,Expired,Dealer,123042.52,Tier 3
Tamil Nadu,70.35,Honda,Dio,238394,2016,488,Petrol,31.74,First,2016,Expired,Individual,95724.33,Metro
Maharashtra,23.6,Royal Enfield,Classic 350,267509,2017,723,Hybrid,88.79,First,2017,Not Available,Dealer,131233.38,Tier 3
Rajasthan,55.66,TVS,Apache RTR 160,371709,2019,620,Hybrid,81.06,First,2019,Not Available,Individual,292138.28,Tier 3
Delhi,25.33,Royal Enfield,Meteor 350,249683,2018,329,Hybrid,81.26,First,2018,Expired,Individual,196158.32,Tier 1
Rajasthan,10.33,Hero,Passion Pro,131370,2019,998,Petrol,36.3,First,2019,Active,Dealer,75354.2,Tier 3
Delhi,63.52,Honda,Unicorn,123763,2017,846,Electric,97.4,Second,2021,Not Available,Dealer,97547.24,Tier 2
Punjab,15.58,Royal Enfield,Meteor 350,256374,2019,353,Hybrid,78.08,Third,2019,Active,Dealer,127662.76,Tier 3
Delhi,76.03,Bajaj,Pulsar 150,171170,2020,616,Electric,92.68,Second,2024,Not Available,Individual,74755.3,Tier 2
Maharashtra,28.75,Honda,Activa,279182,2024,447,Hybrid,98.64,Second,2024,Expired,Dealer,140162.48,Tier 3
Punjab,62.49,KTM,125 Duke,100946,2019,144,Electric,65.3,First,2019,Not Available,Individual,72559.99,Tier 3
Tamil Nadu,51.89,Honda,Activa,222032,2021,199,Petrol,59.92,First,2021,Active,Dealer,123082.66,Tier 1
Rajasthan,49.39,Yamaha,FZ V3,314941,2019,170,Hybrid,76.66,First,2019,Not Available,Dealer,154898.2,Tier 1
Maharashtra,54.33,Royal Enfield,Himalayan,56240,2020,730,Electric,60.77,Second,2023,Not Available,Individual,24252.2,Tier 3
Uttar Pradesh,37.45,Honda,Shine,51577,2022,296,Petrol,25.36,Third,2024,Not Available,Dealer,28080.53,Metro
Gujarat,40.46,Royal Enfield,Classic 350,276832,2024,251,Hybrid,82.38,Third,2024,Expired,Dealer,170988.49,Tier 2
Rajasthan,55.23,KTM,Duke 200,312560,2023,492,Petrol,32.86,Third,2024,Active,Dealer,126895.9,Tier 3
Delhi,47.53,Royal Enfield,Interceptor 650,213808,2016,298,Electric,93.35,Third,2020,Active,Dealer,106840.3,Metro
Gujarat,31.84,Yamaha,MT-15,50158,2024,737,Petrol,35.25,Third,2024,Not Available,Individual,26153.68,Tier 1
Delhi,76.94,Yamaha,R15 V4,227131,2015,817,Hybrid,91.0,First,2015,Not Available,Dealer,168602.79,Tier 3
Punjab,60.94,Kawasaki,Ninja 300,73158,2023,276,Electric,92.01,Third,2024,Active,Individual,54172.42,Metro
Karnataka,16.41,Honda,Unicorn,59331,2022,724,Electric,98.44,Third,2022,Expired,Individual,45682.29,Tier 1
Rajasthan,70.8,KTM,250 Duke,107754,2020,863,Hybrid,82.29,Second,2024,Not Available,Dealer,52369.65,Tier 2
Tamil Nadu,79.97,Yamaha,Fascino 125,305627,2016,360,Electric,75.72,First,2016,Expired,Dealer,153222.73,Tier 1
Madhya Pradesh,40.1,Hero,Glamour,262628,2021,878,Hybrid,70.99,First,2021,Expired,Dealer,188983.32,Metro
Punjab,11.99,Bajaj,Avenger 220,275741,2021,279,Petrol,59.25,Third,2021,Expired,Dealer,111102.47,Tier 2
Tamil Nadu,25.77,Honda,Activa,248366,2020,650,Electric,63.81,First,2020,Expired,Dealer,100117.69,Tier 3
Tamil Nadu,50.67,KTM,Duke 200,79497,2021,644,Electric,78.13,Third,2023,Active,Individual,36275.79,Metro
Uttar Pradesh,16.65,KTM,RC 390,216081,2021,740,Hybrid,64.02,Third,2023,Active,Dealer,143612.78,Tier 3
Karnataka,59.45,Yamaha,R15 V4,57299,2021,150,Electric,73.4,Second,2022,Not Available,Dealer,33881.87,Tier 2
Punjab,15.43,Royal Enfield,Meteor 350,203767,2022,383,Hybrid,62.33,First,2022,Not Available,Individual,135831.75,Tier 2
Rajasthan,53.42,Yamaha,MT-15,262264,2015,624,Electric,99.7,Second,2023,Not Available,Individual,167577.36,Tier 1
Karnataka,10.05,Royal Enfield,Himalayan,294171,2021,651,Petrol,43.91,Third,2022,Not Available,Dealer,172633.84,Tier 2
Gujarat,48.78,Royal Enfield,Hunter 350,93752,2020,610,Hybrid,64.31,Third,2021,Expired,Individual,67713.8,Tier 2
Gujarat,73.59,Yamaha,Ray ZR,284417,2015,535,Hybrid,77.2,Second,2018,Active,Individual,181964.77,Tier 3
West Bengal,43.57,Royal Enfield,Himalayan,189533,2017,813,Electric,73.78,Second,2017,Expired,Dealer,95714.09,Tier 1
West Bengal,66.25,Honda,Activa,194859,2023,595,Petrol,47.7,Third,2023,Active,Dealer,149127.63,Tier 1
West Bengal,74.93,Kawasaki,Vulcan S,141285,2017,714,Electric,85.75,Third,2020,Expired,Individual,64903.65,Tier 3
Rajasthan,22.45,Honda,Shine,66553,2023,479,Hybrid,85.9,Second,2024,Not Available,Dealer,49108.97,Tier 2
Karnataka,24.01,Yamaha,MT-15,277949,2021,974,Electric,88.55,First,2021,Not Available,Dealer,186097.74,Tier 2
Madhya Pradesh,69.48,Hero,Passion Pro,291770,2019,587,Petrol,48.65,Third,2019,Active,Individual,195931.99,Tier 3
Delhi,28.82,Hero,Xtreme 160R,69468,2020,792,Electric,74.05,Third,2020,Expired,Individual,43442.68,Tier 2
Delhi,13.94,TVS,NTorq 125,100721,2022,499,Electric,82.11,Third,2024,Active,Individual,48055.92,Metro
West Bengal,16.41,Royal Enfield,Meteor 350,375031,2021,625,Hybrid,77.82,Second,2022,Active,Individual,227520.72,Tier 3
Gujarat,61.21,Royal Enfield,Classic 350,207409,2024,606,Hybrid,64.94,Third,2024,Not Available,Dealer,146822.51,Tier 1
Rajasthan,48.04,Yamaha,R15 V4,118398,2018,999,Electric,94.0,Third,2021,Active,Dealer,77638.43,Metro
Delhi,12.65,KTM,250 Duke,201014,2024,190,Petrol,52.63,Third,2024,Expired,Individual,98552.82,Tier 3
Gujarat,75.69,Kawasaki,Ninja 300,120862,2023,930,Hybrid,81.19,Third,2024,Active,Individual,61716.07,Tier 2
Rajasthan,60.6,Royal Enfield,Himalayan,189411,2015,281,Hybrid,82.15,First,2015,Not Available,Dealer,77562.53,Tier 2
Uttar Pradesh,52.19,Yamaha,MT-15,229440,2015,750,Petrol,27.88,First,2015,Expired,Individual,136897.65,Metro
Karnataka,14.58,KTM,250 Duke,346546,2016,653,Electric,74.33,Second,2024,Active,Dealer,204171.69,Tier 2
Delhi,33.12,Hero,Xtreme 160R,136381,2019,974,Petrol,54.64,Second,2020,Expired,Individual,86725.22,Tier 3
Maharashtra,53.32,TVS,Ronin,88895,2016,272,Electric,91.84,Second,2017,Not Available,Dealer,62685.73,Metro
Karnataka,12.93,Honda,Shine,349882,2020,544,Hybrid,74.21,First,2020,Active,Dealer,246250.14,Tier 3
Delhi,30.43,Kawasaki,Ninja 300,104258,2016,871,Hybrid,69.59,Third,2017,Not Available,Dealer,78120.85,Metro
Madhya Pradesh,14.29,Hero,Splendor Plus,193561,2021,704,Hybrid,84.71,First,2021,Not Available,Individual,89879.54,Tier 1
Karnataka,5.02,Kawasaki,Ninja 400,234978,2018,952,Petrol,52.21,Second,2024,Active,Dealer,157273.45,Metro
Karnataka,26.35,Honda,Dio,329015,2015,142,Petrol,54.38,Third,2024,Active,Dealer,193025.55,Tier 2
Delhi,61.53,TVS,Jupiter,179917,2024,643,Electric,86.37,Second,2024,Not Available,Individual,97303.45,Tier 3
Maharashtra,9.74,KTM,Duke 200,62832,2015,424,Hybrid,62.69,Second,2017,Expired,Individual,31737.27,Tier 3
Rajasthan,37.11,Royal Enfield,Classic 350,106365,2018,760,Petrol,45.28,Second,2021,Active,Individual,68203.13,Tier 1
Punjab,34.38,Hero,Xtreme 160R,305268,2022,972,Electric,86.76,First,2022,Expired,Dealer,128402.9,Tier 2
Punjab,17.65,Honda,Shine,246375,2018,588,Petrol,48.23,First,2018,Active,Dealer,119809.22,Metro
West Bengal,34.58,Honda,CBR 650R,299683,2018,143,Hybrid,80.4,Third,2018,Expired,Individual,179750.09,Tier 2
Gujarat,10.68,Hero,Splendor Plus,220230,2019,207,Petrol,45.29,First,2019,Active,Individual,140024.45,Tier 3
Rajasthan,25.1,TVS,Jupiter,265360,2017,297,Petrol,45.01,Second,2018,Not Available,Dealer,155119.81,Tier 1
Uttar Pradesh,56.8,Honda,CBR 650R,305344,2024,120,Petrol,44.56,First,2024,Not Available,Dealer,234153.58,Tier 3
Uttar Pradesh,44.74,Hero,HF Deluxe,339403,2022,911,Petrol,55.67,First,2022,Active,Individual,270900.13,Tier 2
Madhya Pradesh,26.56,Honda,CBR 650R,245971,2024,942,Petrol,26.77,Third,2024,Not Available,Dealer,152175.04,Tier 2
Maharashtra,33.8,Hero,Xtreme 160R,362499,2019,335,Hybrid,85.48,Second,2019,Expired,Individual,229133.2,Tier 1
Rajasthan,48.39,Bajaj,Pulsar 150,164159,2023,160,Electric,69.64,Second,2024,Active,Individual,70033.39,Tier 2
Punjab,75.92,Royal Enfield,Classic 350,231148,2015,432,Electric,67.25,Second,2017,Not Available,Dealer,119088.1,Tier 3
Delhi,73.98,Yamaha,FZ V3,97236,2015,978,Petrol,34.11,Third,2024,Expired,Individual,70560.01,Tier 1
West Bengal,19.43,TVS,Sport,73188,2016,377,Electric,76.22,Second,2024,Not Available,Individual,39319.75,Tier 2
Gujarat,43.57,Honda,Dio,111335,2019,927,Hybrid,75.23,Second,2023,Not Available,Individual,54383.72,Tier 1
Tamil Nadu,62.41,Honda,Shine,328141,2019,141,Electric,65.7,Third,2022,Active,Individual,253870.69,Tier 2
Uttar Pradesh,70.56,Hero,Splendor Plus,356495,2019,342,Electric,92.07,Second,2024,Active,Dealer,148024.89,Tier 1
Tamil Nadu,9.36,Yamaha,Ray ZR,247224,2023,452,Electric,98.77,Second,2023,Expired,Dealer,136751.79,Tier 1
Rajasthan,44.89,Royal Enfield,Hunter 350,193459,2022,989,Electric,67.45,Second,2023,Active,Dealer,104693.58,Tier 2
